PRODLIST-Ind 2022,NCM 2022 (SET/2022),PRODLIST Ind 2019,NCM 2019,PRODLIST Ind 2016,NCM 2016
,,2599.2035,7419.99.90,,
,,2599.2035,7508.90.10,,
,,2599.2035,7508.90.90,,
,,2599.2035,7806.00.90,,
,,2599.2035,7907.00.90,,
,,2599.2035,8007.00.10,,
,,2599.2035,8007.00.20,,
,,2599.2035,8007.00.30,,
,,2599.2035,8007.00.90,,
,,2599.204,7907.00.90,,
,,2599.206,8304.00.00,,
,,2599.2065,7211.13.00,,
,,2599.2065,7211.14.00,,
,,2599.2065,7211.19.00,,
,,2599.2065,7211.23.00,,
,,2599.2065,7211.29.10,,
,,2599.2065,7211.29.20,,
,,2599.2065,7211.90.10,,
,,2599.2065,7211.90.90,,
,,2599.2065,7212.10.00,,
,,2599.2065,7212.20.10,,
,,2599.2065,7212.20.90,,
,,2599.2065,7212.30.00,,
,,2599.2065,7212.40.10,,
,,2599.2065,7212.40.21,,
,,2599.2065,7212.40.29,,
,,2599.2065,7212.50.10,,
,,2599.2065,7212.50.90,,
,,2599.2065,7212.60.00,,
,,2599.2065,7213.10.00,,
,,2599.2065,7213.20.00,,
,,2599.2065,7213.91.10,,
,,2599.2065,7213.91.90,,
,,2599.2065,7213.99.10,,
,,2599.2065,7213.99.90,,
,,2599.2065,7214.10.10,,
,,2599.2065,7214.10.90,,
,,2599.2065,7214.20.00,,
,,2599.2065,7214.30.00,,
,,2599.2065,7214.91.00,,
,,2599.2065,7214.99.10,,
,,2599.2065,7214.99.90,,
,,2599.2065,7220.11.00,,
,,2599.2065,7220.12.10,,
,,2599.2065,7220.12.20,,
,,2599.2065,7220.12.90,,
,,2599.2065,7220.20.10,,
,,2599.2065,7220.20.90,,
,,2599.2065,7220.90.00,,
,,2599.207,8303.00.00,,
,,2599.208,7326.90.90,,
,,2599.209,7616.99.00,,
,,2599.21,8306.21.00,,
,,2599.21,8306.29.00,,
,,2599.211,7326.90.90,,
,,2599.212,8305.10.00,,
,,2599.212,8305.20.00,,
,,2599.212,8305.90.00,,
,,2599.2125,8311.10.00,,
,,2599.2125,8311.20.00,,
,,2599.2125,8311.30.00,,
,,2599.2125,8311.90.00,,
,,2599.214,8487.10.00,,
,,2599.215,8306.30.00,,
,,2599.216,7326.90.90,,
,,2599.217,7324.10.00,,
,,2599.217,7324.21.00,,
,,2599.217,7324.29.00,,
,,2599.218,8303.00.00,,
,,2599.219,8306.10.00,,
,,2599.22,7204.49.00,,
,,2599.221,8302.50.00,,
,,2610.201,8544.42.00,,
,,2610.204,8523.52.00,,
,,2610.2045,8541.40.31,,
,,2610.2045,8541.40.32,,
,,2610.2045,8541.40.39,,
,,2610.205,8542.31.10,,
,,2610.205,8542.31.20,,
,,2610.205,8542.31.90,,
,,2610.205,8542.32.10,,
,,2610.205,8542.32.21,,
,,2610.205,8542.32.29,,
,,2610.205,8542.32.91,,
,,2610.205,8542.32.99,,
,,2610.205,8542.33.11,,
,,2610.205,8542.33.19,,
,,2610.205,8542.33.20,,
,,2610.205,8542.33.90,,
,,2610.205,8542.39.11,,
,,2610.205,8542.39.19,,
,,2610.205,8542.39.20,,
,,2610.205,8542.39.31,,
,,2610.205,8542.39.39,,
,,2610.205,8542.39.91,,
,,2610.205,8542.39.99,,
,,2610.207,8536.90.40,,
,,2610.2075,8541.10.11,,
,,2610.2075,8541.10.12,,
,,2610.2075,8541.10.19,,
,,2610.2075,8541.10.21,,
,,2610.2075,8541.10.22,,
,,2610.2075,8541.10.29,,
,,2610.2075,8541.10.91,,
,,2610.2075,8541.10.92,,
,,2610.2075,8541.10.99,,
,,2610.2075,8541.21.10,,
,,2610.2075,8541.21.20,,
,,2610.2075,8541.21.91,,
,,2610.2075,8541.21.99,,
,,2610.2075,8541.29.10,,
,,2610.2075,8541.29.20,,
,,2610.2075,8541.30.11,,
,,2610.2075,8541.30.19,,
,,2610.2075,8541.30.21,,
,,2610.2075,8541.30.29,,
,,2610.2075,8541.40.11,,
,,2610.2075,8541.40.12,,
,,2610.2075,8541.40.13,,
,,2610.2075,8541.40.14,,
,,2610.2075,8541.40.15,,
,,2610.2075,8541.40.16,,
,,2610.2075,8541.40.19,,
,,2610.2075,8541.40.21,,
,,2610.2075,8541.40.22,,
,,2610.2075,8541.40.23,,
,,2610.2075,8541.40.24,,
,,2610.2075,8541.40.25,,
,,2610.2075,8541.40.26,,
,,2610.2075,8541.40.27,,
,,2610.2075,8541.40.29,,
,,2610.2075,8541.50.10,,
,,2610.2075,8541.50.20,,
,,2610.2075,8541.60.10,,
,,2610.2075,8541.60.90,,
,,2610.2085,8523.51.10,,
,,2610.2085,8523.51.90,,
,,2610.209,8540.89.90,,
,,2610.211,8540.91.10,,
,,2610.211,8540.91.20,,
,,2610.211,8540.91.30,,
,,2610.211,8540.91.40,,
,,2610.211,8540.91.90,,
,,2610.211,8540.99.00,,
,,2610.212,8542.90.10,,
,,2610.212,8542.90.20,,
,,2610.212,8542.90.90,,
,,2610.213,8541.90.10,,
,,2610.213,8541.90.20,,
,,2610.213,8541.90.90,,
,,2610.2155,8473.50.10,,
,,2610.217,8534.00.11,,
,,2610.217,8534.00.12,,
,,2610.217,8534.00.13,,
,,2610.217,8534.00.19,,
,,2610.217,8534.00.20,,
,,2610.217,8534.00.31,,
,,2610.217,8534.00.32,,
,,2610.217,8534.00.33,,
,,2610.217,8534.00.39,,
,,2610.217,8534.00.40,,
,,2610.217,8534.00.51,,
,,2610.217,8534.00.59,,
,,2610.219,8536.90.30,,
,,2610.22,8540.11.00,,
,,2610.22,8540.12.00,,
,,2610.22,8540.20.11,,
,,2610.22,8540.20.19,,
,,2610.22,8540.20.20,,
,,2610.22,8540.20.90,,
,,2610.22,8540.40.00,,
,,2610.22,8540.60.10,,
,,2610.22,8540.60.90,,
,,2610.22,8540.71.00,,
,,2610.22,8540.79.00,,
,,2610.22,8540.81.00,,
,,2610.22,8540.89.10,,
,,2621.201,8471.41.90,,
,,2621.2025,8471.30.11,,
,,2621.2025,8471.30.12,,
,,2621.2025,8471.30.19,,
,,2621.2025,8471.30.90,,
,,2621.2025,8471.41.10,,
,,2621.203,8471.49.00,,
,,2621.203,8471.50.10,,
,,2621.203,8471.50.20,,
,,2621.203,8471.50.30,,
,,2621.203,8471.50.40,,
,,2621.203,8471.50.90,,
,,2622.201,8443.99.23,,
,,2622.202,8443.32.21,,
,,2622.202,8443.32.22,,
,,2622.202,8443.32.23,,
,,2622.202,8443.32.29,,
,,2622.202,8443.32.31,,
,,2622.202,8443.32.32,,
,,2622.202,8443.32.33,,
,,2622.202,8443.32.34,,
,,2622.202,8443.32.35,,
,,2622.202,8443.32.36,,
,,2622.202,8443.32.37,,
,,2622.202,8443.32.38,,
,,2622.202,8443.32.39,,
,,2622.202,8443.32.40,,
,,2622.202,8443.32.91,,
,,2622.202,8443.32.99,,
,,2622.203,8443.31.11,,
,,2622.203,8443.31.12,,
,,2622.203,8443.31.13,,
,,2622.203,8443.31.14,,
,,2622.203,8443.31.15,,
,,2622.203,8443.31.16,,
,,2622.203,8443.31.19,,
,,2622.203,8443.31.91,,
,,2622.203,8443.31.99,,
,,2622.204,8471.90.11,,
,,2622.204,8471.90.12,,
,,2622.204,8471.90.13,,
,,2622.204,8471.90.14,,
,,2622.204,8471.90.19,,
,,2622.205,8528.42.10,,
,,2622.205,8528.42.20,,
,,2622.205,8528.52.10,,
,,2622.205,8528.52.20,,
,,2622.205,8528.62.00,,
,,2622.2065,8473.30.11,,
,,2622.2065,8473.30.19,,
,,2622.2065,8473.30.31,,
,,2622.2065,8473.30.32,,
,,2622.2065,8473.30.33,,
,,2622.2065,8473.30.34,,
,,2622.2065,8473.30.39,,
,,2622.2065,8473.30.41,,
,,2622.2065,8473.30.42,,
,,2622.2065,8473.30.43,,
,,2622.2065,8473.30.49,,
,,2622.2065,8473.30.92,,
,,2622.2065,8473.30.99,,
,,2622.2065,8473.50.10,,
,,2622.2065,8473.50.40,,
,,2622.2065,8473.50.50,,
,,2622.2065,8473.50.90,,
,,2622.2075,8443.32.51,,
,,2622.2075,8443.32.52,,
,,2622.2075,8443.32.59,,
,,2622.2075,8471.60.53,,
,,2622.2075,8471.60.54,,
,,2622.2075,8471.60.59,,
,,2622.2075,8471.60.61,,
,,2622.2075,8471.60.62,,
,,2622.2075,8471.60.90,,
,,2622.2085,8471.80.00,,
,,2622.2085,8471.90.90,,
,,2622.209,8471.60.52,,
,,2622.2105,8471.60.80,,
,,2622.2105,8472.90.10,,
,,2622.211,8472.90.21,,
,,2622.211,8472.90.29,,
,,2622.212,8471.70.11,,
,,2622.212,8471.70.12,,
,,2622.212,8471.70.19,,
,,2622.212,8471.70.21,,
,,2622.212,8471.70.29,,
,,2622.212,8471.70.32,,
,,2622.212,8471.70.33,,
,,2622.212,8471.70.39,,
,,2622.212,8471.70.90,,
,,2631.201,8517.70.21,,
,,2631.201,8517.70.29,,
,,2631.202,8517.62.21,,
,,2631.202,8517.62.22,,
,,2631.202,8517.62.23,,
,,2631.202,8517.62.24,,
,,2631.202,8517.62.29,,
,,2631.202,8517.62.31,,
,,2631.202,8517.62.32,,
,,2631.202,8517.62.33,,
,,2631.202,8517.62.39,,
,,2631.202,8517.62.41,,
,,2631.202,8517.62.48,,
,,2631.202,8517.62.49,,
,,2631.2055,8517.62.51,,
,,2631.2055,8517.62.52,,
,,2631.2055,8517.62.53,,
,,2631.2055,8517.62.54,,
,,2631.2055,8517.62.55,,
,,2631.2055,8517.62.59,,
,,2631.2055,8517.62.61,,
,,2631.2055,8517.62.64,,
,,2631.2055,8517.62.65,,
,,2631.2055,8517.62.71,,
,,2631.2055,8517.62.72,,
,,2631.2055,8517.62.77,,
,,2631.2055,8517.62.78,,
,,2631.2055,8517.62.79,,
,,2631.2055,8517.62.91,,
,,2631.2055,8517.62.94,,
,,2631.2055,8517.62.95,,
,,2631.2055,8517.62.96,,
,,2631.2055,8517.62.99,,
,,2631.2055,8517.69.00,,
,,2631.209,8517.70.91,,
,,2631.21,8525.80.11,,
,,2631.21,8525.80.12,,
,,2631.21,8525.80.13,,
,,2631.21,8525.80.19,,
,,2631.211,8517.62.11,,
,,2631.211,8517.62.12,,
,,2631.211,8517.62.13,,
,,2631.211,8517.62.14,,
,,2631.211,8517.62.19,,
,,2631.2125,8517.70.10,,
,,2631.2125,8517.70.92,,
,,2631.2125,8517.70.99,,
,,2631.2125,8529.90.11,,
,,2631.2125,8529.90.12,,
,,2631.2125,8529.90.19,,
,,2631.213,8517.12.49,,
,,2631.213,8517.61.41,,
,,2631.213,8517.61.42,,
,,2631.213,8517.61.43,,
,,2631.213,8517.61.49,,
,,2631.213,8517.62.64,,
,,2631.213,8517.62.65,,
,,2631.214,8517.62.91,,
,,2631.214,8525.50.11,,
,,2631.214,8525.50.12,,
,,2631.214,8525.50.19,,
,,2631.214,8525.50.21,,
,,2631.214,8525.50.22,,
,,2631.214,8525.50.23,,
,,2631.214,8525.50.24,,
,,2631.214,8525.50.29,,
,,2631.216,8517.12.90,,
,,2631.216,8517.61.11,,
,,2631.216,8517.61.19,,
,,2631.216,8517.61.91,,
,,2631.216,8517.61.92,,
,,2631.216,8517.61.99,,
,,2631.216,8517.62.71,,
,,2631.216,8517.62.72,,
,,2631.216,8517.62.77,,
,,2631.216,8517.62.78,,
,,2631.216,8517.62.79,,
,,2631.216,8517.62.99,,
,,2631.216,8517.69.00,,
,,2631.217,8517.61.20,,
,,2631.217,8517.62.61,,
,,2631.218,8517.61.30,,
,,2631.218,8517.62.62,,
,,2631.219,8525.60.10,,
,,2631.219,8525.60.20,,
,,2631.219,8525.60.90,,
,,2631.22,8536.50.10,,
,,2631.22,8536.50.20,,
,,2632.201,8521.90.10,,
,,2632.201,8521.90.90,,
,,2632.202,8517.18.10,,
,,2632.203,8517.70.91,,
,,2632.203,8517.70.99,,
,,2632.204,8517.70.99,,
,,2632.205,8519.50.00,,
,,2632.206,8517.12.31,,
,,2632.206,8517.12.33,,
,,2632.206,8517.12.41,,
,,2632.207,8517.11.00,,
,,2632.207,8517.12.11,,
,,2632.207,8517.12.12,,
,,2632.207,8517.12.13,,
,,2632.207,8517.12.19,,
,,2632.207,8517.12.21,,
,,2632.207,8517.12.22,,
,,2632.207,8517.12.23,,
,,2632.207,8517.12.29,,
,,2632.207,8517.12.32,,
,,2632.207,8517.12.39,,
,,2632.207,8517.12.49,,
,,2632.207,8517.12.90,,
,,2632.207,8517.18.91,,
,,2632.208,8517.18.20,,
,,2632.209,8517.18.99,,
,,2640.201,8527.99.10,,
,,2640.202,8529.10.11,,
,,2640.202,8529.10.19,,
,,2640.202,8529.10.90,,
,,2640.203,8519.20.00,,
,,2640.203,8519.30.00,,
,,2640.203,8519.81.10,,
,,2640.203,8519.81.20,,
,,2640.203,8519.81.90,,
,,2640.203,8519.89.00,,
,,2640.204,8525.80.21,,
,,2640.204,8525.80.22,,
,,2640.204,8525.80.29,,
,,2640.205,9504.50.00,,
,,2640.206,8521.10.10,,
,,2640.206,8521.10.81,,
,,2640.206,8521.10.89,,
,,2640.206,8521.10.90,,
,,2640.206,8521.90.10,,
,,2640.206,8521.90.90,,
,,2640.207,9504.50.00,,
,,2640.208,8518.10.10,,
,,2640.208,8518.10.90,,
,,2640.208,8518.21.00,,
,,2640.208,8518.22.00,,
,,2640.208,8518.29.10,,
,,2640.208,8518.29.90,,
,,2640.208,8518.30.00,,
,,2640.208,8518.40.00,,
,,2640.208,8518.50.00,,
,,2640.209,8528.49.10,,
,,2640.209,8528.49.21,,
,,2640.209,8528.49.29,,
,,2640.209,8528.59.10,,
,,2640.209,8528.59.20,,
,,2640.21,8522.10.00,,
,,2640.21,8522.90.10,,
,,2640.21,8522.90.20,,
,,2640.21,8522.90.30,,
,,2640.21,8522.90.40,,
,,2640.21,8522.90.50,,
,,2640.21,8522.90.90,,
,,2640.21,8529.90.20,,
,,2640.21,8529.90.90,,
,,2640.211,8518.90.10,,
,,2640.211,8518.90.90,,
,,2640.212,9504.50.00,,
,,2640.213,8528.69.10,,
,,2640.213,8528.69.90,,
,,2640.214,8528.71.11,,
,,2640.214,8528.71.19,,
,,2640.215,8527.21.00,,
,,2640.215,8527.29.00,,
,,2640.216,8527.12.00,,
,,2640.216,8527.13.00,,
,,2640.216,8527.19.10,,
,,2640.216,8527.19.90,,
,,2640.216,8527.91.00,,
,,2640.216,8527.92.00,,
,,2640.217,8517.62.92,,
,,2640.217,8517.62.93,,
,,2640.217,8517.62.99,,
,,2640.217,8527.99.10,,
,,2640.217,8527.99.90,,
,,2640.218,8528.71.90,,
,,2640.218,8528.72.00,,
,,2640.218,8528.73.00,,
,,2651.201,9027.10.00,,
,,2651.202,9030.40.10,,
,,2651.202,9030.40.20,,
,,2651.202,9030.40.30,,
,,2651.202,9030.40.90,,
,,2651.2035,8526.10.00,,
,,2651.2035,8526.91.00,,
,,2651.2035,8526.92.00,,
,,2651.204,9016.00.10,,
,,2651.204,9016.00.90,,
,,2651.205,9031.20.10,,
,,2651.205,9031.20.90,,
,,2651.2065,9014.10.00,,
,,2651.2065,9014.20.10,,
,,2651.2065,9014.20.20,,
,,2651.2065,9014.20.30,,
,,2651.2065,9014.20.90,,
,,2651.2065,9014.80.10,,
,,2651.2065,9014.80.90,,
,,2651.207,9031.80.40,,
,,2651.208,9028.10.11,,
,,2651.208,9028.10.19,,
,,2651.208,9028.10.90,,
,,2651.209,9028.20.10,,
,,2651.209,9028.20.20,,
,,2651.21,9029.10.10,,
,,2651.21,9029.10.90,,
,,2651.211,9031.80.99,,
,,2651.212,9025.11.90,,
,,2651.212,9025.19.10,,
,,2651.212,9025.19.90,,
,,2651.212,9025.80.00,,
,,2651.214,9032.89.30,,
,,2651.215,9029.20.10,,
,,2651.215,9029.20.20,,
,,2651.2155,9031.80.11,,
,,2651.2155,9031.80.12,,
,,2651.2155,9031.80.20,,
,,2651.2155,9031.80.30,,
,,2651.2155,9031.80.50,,
,,2651.2155,9031.80.60,,
,,2651.2155,9031.80.91,,
,,2651.2155,9031.80.99,,
,,2651.216,9017.10.10,,
,,2651.216,9017.10.90,,
,,2651.216,9017.20.00,,
,,2651.216,9017.30.10,,
,,2651.216,9017.30.20,,
,,2651.216,9017.30.90,,
,,2651.216,9017.80.10,,
,,2651.216,9017.80.90,,
,,2651.217,9032.89.89,,
,,2651.2185,9032.89.81,,
,,2651.2185,9032.89.83,,
,,2651.2185,9032.89.84,,
,,2651.2185,9032.89.90,,
,,2651.22,9032.89.82,,
,,2651.223,9015.10.00,,
,,2651.223,9015.20.10,,
,,2651.223,9015.20.90,,
,,2651.223,9015.30.00,,
,,2651.223,9015.40.00,,
,,2651.223,9015.80.10,,
,,2651.223,9015.80.90,,
,,2651.224,9027.20.11,,
,,2651.224,9027.20.12,,
,,2651.224,9027.20.19,,
,,2651.224,9027.20.21,,
,,2651.224,9027.20.29,,
,,2651.224,9027.30.11,,
,,2651.224,9027.30.19,,
,,2651.224,9027.30.20,,
,,2651.224,9027.50.10,,
,,2651.224,9027.50.20,,
,,2651.224,9027.50.30,,
,,2651.224,9027.50.40,,
,,2651.224,9027.50.50,,
,,2651.224,9027.50.90,,
,,2651.224,9027.80.11,,
,,2651.224,9027.80.12,,
,,2651.224,9027.80.13,,
,,2651.224,9027.80.14,,
,,2651.224,9027.80.20,,
,,2651.224,9027.80.30,,
,,2651.224,9027.80.91,,
,,2651.224,9027.80.99,,
,,2651.225,9031.41.00,,
,,2651.225,9031.49.10,,
,,2651.225,9031.49.20,,
,,2651.225,9031.49.90,,
,,2651.226,9026.20.90,,
,,2651.227,9026.80.00,,
,,2651.228,9026.10.11,,
,,2651.228,9026.10.19,,
,,2651.229,9026.10.21,,
,,2651.229,9026.10.29,,
,,2651.23,9032.81.00,,
,,2651.231,9026.20.10,,
,,2651.232,9031.10.00,,
,,2651.2325,9022.19.10,,
,,2651.2325,9022.19.91,,
,,2651.2325,9022.29.10,,
,,2651.2325,9022.29.90,,
,,2651.233,9024.10.10,,
,,2651.233,9024.10.20,,
,,2651.233,9024.10.90,,
,,2651.233,9024.80.11,,
,,2651.233,9024.80.19,,
,,2651.233,9024.80.21,,
,,2651.233,9024.80.29,,
,,2651.233,9024.80.90,,
,,2651.235,9028.30.11,,
,,2651.235,9028.30.19,,
,,2651.235,9028.30.21,,
,,2651.235,9028.30.29,,
,,2651.235,9028.30.31,,
,,2651.235,9028.30.39,,
,,2651.235,9028.30.90,,
,,2651.2355,9012.10.10,,
,,2651.2355,9012.10.90,,
,,2651.2365,9027.90.10,,
,,2651.2365,9027.90.91,,
,,2651.2365,9027.90.93,,
,,2651.2365,9027.90.99,,
,,2651.237,9030.31.00,,
,,2651.237,9030.32.00,,
,,2651.237,9030.33.11,,
,,2651.237,9030.33.19,,
,,2651.237,9030.33.21,,
,,2651.237,9030.33.29,,
,,2651.237,9030.33.90,,
,,2651.237,9030.39.10,,
,,2651.237,9030.39.90,,
,,2651.238,9030.20.10,,
,,2651.238,9030.20.21,,
,,2651.238,9030.20.22,,
,,2651.238,9030.20.29,,
,,2651.238,9030.20.30,,
,,2651.239,9030.10.10,,
,,2651.239,9030.10.90,,
,,2651.239,9030.82.10,,
,,2651.239,9030.82.90,,
,,2651.239,9030.84.10,,
,,2651.239,9030.84.20,,
,,2651.239,9030.84.90,,
,,2651.239,9030.89.10,,
,,2651.239,9030.89.20,,
,,2651.239,9030.89.30,,
,,2651.239,9030.89.40,,
,,2651.239,9030.89.90,,
,,2651.24,9032.90.99,,
,,2651.2405,8529.90.30,,
,,2651.2405,8529.90.40,,
,,2651.241,9025.90.10,,
,,2651.241,9025.90.90,,
,,2651.242,9017.90.10,,
,,2651.242,9017.90.90,,
,,2651.244,9028.90.10,,
,,2651.2455,9012.90.10,,
,,2651.2455,9012.90.90,,
,,2651.2455,9014.90.00,,
,,2651.2455,9015.90.10,,
,,2651.2455,9015.90.90,,
,,2651.2455,9024.90.00,,
,,2651.2455,9026.90.10,,
,,2651.2455,9026.90.20,,
,,2651.2455,9026.90.90,,
,,2651.2455,9031.90.10,,
,,2651.2455,9031.90.90,,
,,2651.2455,9032.90.10,,
,,2651.2455,9032.90.91,,
,,2651.246,9033.00.00,,
,,2651.247,9029.90.10,,
,,2651.247,9029.90.90,,
,,2651.248,9030.90.10,,
,,2651.248,9030.90.90,,
,,2651.249,9028.90.90,,
,,2651.252,9032.20.00,,
,,2651.253,9031.49.90,,
,,2651.254,9031.80.99,,
,,2651.255,9032.10.10,,
,,2651.255,9032.10.90,,
,,2651.256,9032.89.90,,
,,2652.201,9107.00.10,,
,,2652.201,9107.00.90,,
,,2652.202,9103.10.00,,
,,2652.202,9103.90.00,,
,,2652.202,9105.11.00,,
,,2652.202,9105.19.00,,
,,2652.202,9105.21.00,,
,,2652.202,9105.29.00,,
,,2652.202,9105.91.00,,
,,2652.202,9105.99.00,,
,,2652.203,9108.11.10,,
,,2652.203,9108.11.90,,
,,2652.203,9108.12.00,,
,,2652.203,9108.19.00,,
,,2652.203,9108.20.00,,
,,2652.203,9108.90.00,,
,,2652.203,9109.10.00,,
,,2652.203,9109.90.00,,
,,2652.203,9110.11.10,,
,,2652.203,9110.11.90,,
,,2652.203,9110.12.00,,
,,2652.203,9110.19.00,,
,,2652.203,9110.90.00,,
,,2652.2045,9111.10.00,,
,,2652.2045,9111.20.10,,
,,2652.2045,9111.20.90,,
,,2652.2045,9111.80.00,,
,,2652.2045,9111.90.10,,
,,2652.2045,9111.90.90,,
,,2652.2045,9112.20.00,,
,,2652.2045,9112.90.00,,
,,2652.2045,9113.10.00,,
,,2652.2045,9113.20.00,,
,,2652.2045,9113.90.00,,
,,2652.2045,9114.10.00,,
,,2652.2045,9114.30.00,,
,,2652.2045,9114.40.00,,
,,2652.2045,9114.90.10,,
,,2652.2045,9114.90.20,,
,,2652.2045,9114.90.30,,
,,2652.2045,9114.90.40,,
,,2652.2045,9114.90.50,,
,,2652.2045,9114.90.60,,
,,2652.2045,9114.90.70,,
,,2652.2045,9114.90.90,,
,,2652.205,9106.10.00,,
,,2652.205,9106.90.00,,
,,2652.206,9101.11.00,,
,,2652.206,9101.19.00,,
,,2652.206,9101.21.00,,
,,2652.206,9101.29.00,,
,,2652.206,9101.91.00,,
,,2652.206,9101.99.00,,
,,2652.206,9102.11.10,,
,,2652.206,9102.11.90,,
,,2652.206,9102.12.10,,
,,2652.206,9102.12.20,,
,,2652.206,9102.12.90,,
,,2652.206,9102.19.00,,
,,2652.206,9102.21.00,,
,,2652.206,9102.29.00,,
,,2652.206,9102.91.00,,
,,2652.206,9102.99.00,,
,,2652.207,9104.00.00,,
,,2660.201,9018.11.00,,
,,2660.201,9018.12.10,,
,,2660.201,9018.12.90,,
,,2660.201,9018.13.00,,
,,2660.201,9018.14.10,,
,,2660.201,9018.14.20,,
,,2660.201,9018.14.90,,
,,2660.201,9018.19.10,,
,,2660.201,9018.19.20,,
,,2660.201,9018.19.80,,
,,2660.201,9018.90.93,,
,,2660.201,9018.90.94,,
,,2660.202,9021.40.00,,
,,2660.2045,9018.20.10,,
,,2660.2045,9018.20.20,,
,,2660.2045,9018.20.90,,
,,2660.205,9022.12.00,,
,,2660.205,9022.13.11,,
,,2660.205,9022.13.19,,
,,2660.205,9022.13.90,,
,,2660.205,9022.14.11,,
,,2660.205,9022.14.12,,
,,2660.205,9022.14.13,,
,,2660.205,9022.14.19,,
,,2660.205,9022.14.90,,
,,2660.205,9022.19.99,,
,,2660.205,9022.21.10,,
,,2660.205,9022.21.20,,
,,2660.205,9022.21.90,,
,,2660.205,9022.30.00,,
,,2660.205,9022.90.11,,
,,2660.205,9022.90.12,,
,,2660.205,9022.90.19,,
,,2660.205,9022.90.80,,
,,2660.207,9021.90.11,,
,,2660.21,9021.50.00,,
,,2660.211,9021.90.91,,
,,2660.211,9021.90.92,,
,,2660.211,9021.90.99,,
,,2660.212,9018.19.90,,
,,2660.213,9022.90.90,,
,,2670.201,9008.50.00,,
,,2670.202,9006.61.00,,
,,2670.203,9010.10.10,,
,,2670.203,9010.10.20,,
,,2670.203,9010.10.90,,
,,2670.203,9010.50.10,,
,,2670.203,9010.50.20,,
,,2670.203,9010.50.90,,
,,2670.204,8525.80.21,,
,,2670.204,8525.80.22,,
,,2670.204,8525.80.29,,
,,2670.204,9006.30.00,,
,,2670.204,9006.40.00,,
,,2670.204,9006.51.00,,
,,2670.204,9006.52.00,,
,,2670.204,9006.53.10,,
,,2670.204,9006.53.20,,
,,2670.204,9006.59.30,,
,,2670.204,9006.59.40,,
,,2670.204,9006.59.51,,
,,2670.204,9006.59.59,,
,,2670.205,9005.10.00,,
,,2670.205,9005.80.00,,
,,2670.206,9007.10.00,,
,,2670.206,9007.20.20,,
,,2670.206,9007.20.90,,
,,2670.2075,9013.10.10,,
,,2670.2075,9013.10.90,,
,,2670.2075,9013.20.00,,
,,2670.2075,9013.80.10,,
,,2670.2075,9013.80.90,,
,,2670.2085,9006.69.00,,
,,2670.209,9001.20.00,,
,,2670.209,9001.90.10,,
,,2670.209,9001.90.90,,
,,2670.21,9002.11.10,,
,,2670.21,9002.11.20,,
,,2670.21,9002.11.90,,
,,2670.21,9002.19.00,,
,,2670.21,9002.20.10,,
,,2670.21,9002.20.90,,
,,2670.21,9002.90.00,,
,,2670.211,9011.10.00,,
,,2670.211,9011.20.10,,
,,2670.211,9011.20.20,,
,,2670.211,9011.20.30,,
,,2670.211,9011.80.10,,
,,2670.211,9011.80.90,,
,,2670.212,9008.90.00,,
,,2670.213,9006.91.10,,
,,2670.213,9006.91.90,,
,,2670.213,9006.99.00,,
,,2670.213,9007.91.00,,
,,2670.213,9007.92.00,,
,,2670.213,9010.90.10,,
,,2670.213,9010.90.90,,
,,2670.214,9005.90.10,,
,,2670.214,9005.90.90,,
,,2670.214,9011.90.10,,
,,2670.214,9011.90.90,,
,,2670.214,9013.90.00,,
,,2670.214,9620.00.00,,
,,2670.215,9010.60.00,,
,,2680.2015,8523.21.10,,
,,2680.2035,8523.29.11,,
,,2680.2035,8523.29.19,,
,,2680.2035,8523.29.21,,
,,2680.2035,8523.29.22,,
,,2680.2035,8523.29.23,,
,,2680.2035,8523.29.24,,
,,2680.2035,8523.29.29,,
,,2680.2045,8523.41.10,,
,,2680.2045,8523.41.90,,
,,2710.201,8504.50.00,,
,,2710.202,8504.40.10,,
,,2710.202,8504.40.21,,
,,2710.202,8504.40.22,,
,,2710.202,8504.40.29,,
,,2710.202,8504.40.30,,
,,2710.202,8504.40.50,,
,,2710.202,8504.40.60,,
,,2710.202,8504.40.90,,
,,2710.203,8502.40.10,,
,,2710.203,8502.40.90,,
,,2710.204,8504.40.40,,
,,2710.2057,8501.61.00,,
,,2710.2059,8501.62.00,,
,,2710.2059,8501.63.00,,
,,2710.2059,8501.64.00,,
,,2710.2065,8501.31.20,,
,,2710.2065,8501.32.20,,
,,2710.2068,8501.33.20,,
,,2710.2068,8501.34.20,,
,,2710.2075,8502.11.10,,
,,2710.2075,8502.11.90,,
,,2710.2075,8502.12.10,,
,,2710.2075,8502.12.90,,
,,2710.2075,8502.13.11,,
,,2710.2075,8502.13.19,,
,,2710.2075,8502.13.90,,
,,2710.2075,8502.20.11,,
,,2710.2075,8502.20.19,,
,,2710.2075,8502.20.90,,
,,2710.2075,8502.31.00,,
,,2710.2075,8502.39.00,,
,,2710.2078,8502.11.10,,
,,2710.2078,8502.11.90,,
,,2710.2078,8502.12.10,,
,,2710.2078,8502.12.90,,
,,2710.2078,8502.13.11,,
,,2710.2078,8502.13.19,,
,,2710.2078,8502.13.90,,
,,2710.2078,8502.20.11,,
,,2710.2078,8502.20.19,,
,,2710.2078,8502.20.90,,
,,2710.2078,8502.31.00,,
,,2710.2078,8502.39.00,,
