PRODLIST-Ind 2022,NCM 2022 (SET/2022),PRODLIST Ind 2019,NCM 2019,PRODLIST Ind 2016,NCM 2016
1042.2030,1512.29.90,,,,
1042.2030,1513.29.11,,,,
1042.2030,1513.29.19,,,,
1042.2030,1513.29.20,,,,
1042.2040,1515.90.90,,,,
1042.2045,1514.19.10,,,,
1042.2055,1513.19.00,,,,
1042.2060,1511.90.00,,,,
1042.2070,1512.19.11,,,,
1042.2070,1512.19.19,,,,
1042.2080,1507.90.11,,,,
1042.2080,1507.90.19,,,,
1042.2080,1507.90.90,,,,
1042.2090,1516.20.00,,,,
1042.2115,1508.90.00,,,,
1042.2115,1512.19.20,,,,
1042.2115,1513.29.11,,,,
1042.2115,1513.29.19,,,,
1042.2115,1513.29.20,,,,
1042.2115,1514.19.90,,,,
1042.2115,1514.99.10,,,,
1042.2115,1514.99.90,,,,
1042.2115,1515.19.00,,,,
1042.2115,1515.30.00,,,,
1042.2115,1515.50.00,,,,
1042.2115,1515.90.22,,,,
1042.2115,1515.90.90,,,,
1043.2010,1521.90.90,,,,
1043.2020,1522.00.00,,,,
1043.2030,1503.00.00,,,,
1043.2040,1504.10.11,,,,
1043.2040,1504.10.19,,,,
1043.2040,1504.10.90,,,,
1043.2040,1504.20.00,,,,
1043.2040,1504.30.00,,,,
1043.2050,1516.20.00,,,,
1043.2060,1517.10.00,,,,
1043.2070,1517.90.10,,,,
1043.2070,1517.90.90,,,,
1043.2080,1516.10.00,,,,
1043.2090,1506.00.00,,,,
1051.2010,0401.10.10,,,,
1051.2010,0401.20.10,,,,
1051.2010,0401.40.10,,,,
1051.2010,0401.50.10,,,,
1051.2020,0401.10.90,,,,
1051.2020,0401.20.90,,,,
1051.2020,0401.40.10,,,,
1051.2020,0401.50.10,,,,
1051.2030,0401.10.90,,,,
1051.2030,0401.20.90,,,,
1051.2030,0401.40.10,,,,
1051.2030,0401.50.10,,,,
1052.2010,0403.90.00,,,,
1052.2020,3501.10.00,,,,
1052.2030,0403.90.00,,,,
1052.2040,0402.99.00,,,,
1052.2070,0402.10.90,,,,
1052.2070,0402.21.30,,,,
1052.2070,0402.29.30,,,,
1052.2075,0401.40.21,,,,
1052.2075,0401.40.29,,,,
1052.2075,0401.50.21,,,,
1052.2075,0401.50.29,,,,
1052.2080,1901.90.20,,,,
1052.2090,1901.10.20,,,,
1052.2100,0404.90.00,,,,
1052.2110,0403.20.00,,,,
1052.2120,1702.11.00,,,,
1052.2120,1702.19.00,,,,
1052.2130,0403.90.00,,,,
1052.2140,0402.91.00,,,,
1052.2140,0402.99.00,,,,
1052.2150,0402.99.00,,,,
1052.2160,0402.10.10,,,,
1052.2160,0402.10.90,,,,
1052.2160,0402.21.10,,,,
1052.2160,0402.21.20,,,,
1052.2160,0402.29.10,,,,
1052.2160,0402.29.20,,,,
1052.2170,1901.10.10,,,,
1052.2180,0403.90.00,,,,
1052.2190,0405.10.00,,,,
1052.2200,0402.91.00,,,,
1052.2210,0405.20.00,,,,
1052.2210,0405.90.10,,,,
1052.2210,0405.90.90,,,,
1052.2220,0404.90.00,,,,
1052.2230,0406.10.90,,,,
1052.2240,0406.90.30,,,,
1052.2250,0406.90.10,,,,
1052.2250,0406.90.20,,,,
1052.2260,0406.90.90,,,,
1052.2270,0406.40.00,,,,
1052.2280,0406.10.10,,,,
1052.2280,0406.10.90,,,,
1052.2290,0406.30.00,,,,
1052.2300,0406.20.00,,,,
1052.2310,0406.90.90,,,,
1052.2320,0406.10.90,,,,
1052.2330,0404.10.00,,,,
1053.2010,2105.00.10,,,,
1053.2010,2105.00.90,,,,
1061.2010,1904.10.00,,,,
1061.2010,1904.20.00,,,,
1061.2010,1904.90.00,,,,
1061.2020,1006.20.20,,,,
1061.2030,1006.40.00,,,,
1061.2040,1006.30.11,,,,
1061.2040,1006.30.19,,,,
1061.2040,1006.30.21,,,,
1061.2040,1006.30.29,,,,
1061.2050,2302.40.00,,,,
1061.2060,1102.90.00,,,,
1061.2070,1103.19.00,,,,
1062.2010,1904.10.00,,,,
1062.2010,1904.20.00,,,,
1062.2010,1904.30.00,,,,
1062.2010,1904.90.00,,,,
1062.2020,2302.30.10,,,,
1062.2020,2302.30.90,,,,
1062.2030,1101.00.10,,,,
1062.2040,1101.00.20,,,,
1062.2050,1103.11.00,,,,
1062.2050,1103.20.00,,,,
1062.2060,1901.20.00,,,,
1062.2070,1901.20.00,,,,
1063.2010,1106.20.00,,,,
1063.2020,1106.20.00,,,,
1064.2010,1104.19.00,,,,
1064.2010,1904.10.00,,,,
1064.2010,1904.20.00,,,,
1064.2020,2302.10.00,,,,
1064.2030,1102.20.00,,,,
1064.2040,1104.23.00,,,,
1064.2040,1104.30.00,,,,
1064.2050,1103.13.00,,,,
1065.2010,1108.12.00,,,,
1065.2020,1108.11.00,,,,
1065.2020,1108.13.00,,,,
1065.2020,1108.14.00,,,,
1065.2020,1108.19.00,,,,
1065.2020,1108.20.00,,,,
1065.2020,1109.00.00,,,,
1065.2020,3505.10.00,,,,
1065.2030,1702.50.00,,,,
1065.2030,1702.60.10,,,,
1065.2030,1702.60.20,,,,
1065.2040,1702.30.11,,,,
1065.2040,1702.30.19,,,,
1065.2040,1702.30.20,,,,
1065.2040,1702.40.10,,,,
1065.2040,1702.40.20,,,,
1065.2045,1702.90.00,,,,
1065.2060,1515.21.00,,,,
1065.2070,1515.29.10,,,,
1065.2070,1515.29.90,,,,
1065.2080,2303.10.00,,,,
1065.2090,1903.00.00,,,,
1065.2100,2306.90.10,,,,
1066.2010,1214.10.00,,,,
1066.2045,2309.90.20,,,,
1066.2045,2309.90.40,,,,
1066.2045,2309.90.50,,,,
1066.2045,2309.90.60,,,,
1066.2045,2309.90.90,,,,
1066.2050,2309.10.00,,,,
1066.2050,2309.90.10,,,,
1066.2050,2309.90.30,,,,
1069.2010,1904.10.00,,,,
1069.2010,1904.20.00,,,,
1069.2010,1904.90.00,,,,
1069.2025,2302.40.00,,,,
1069.2025,2302.50.00,,,,
1069.2030,1102.90.00,,,,
1069.2045,1106.10.00,,,,
1069.2045,1106.20.00,,,,
1069.2045,1106.30.00,,,,
1069.2050,1104.12.00,,,,
1069.2050,1104.19.00,,,,
1069.2050,1104.22.00,,,,
1069.2050,1104.29.00,,,,
1069.2050,1104.30.00,,,,
1069.2060,1103.19.00,,,,
1069.2060,1103.20.00,,,,
1071.2010,1701.14.00,,,,
1071.2020,1701.12.00,,,,
1071.2030,1701.14.00,,,,
1071.2040,1701.13.00,,,,
1071.2040,1701.14.00,,,,
1071.2050,1701.13.00,,,,
1071.2050,1701.14.00,,,,
1071.2050,1702.90.00,,,,
1071.2065,2303.20.00,,,,
1071.2070,1703.10.00,,,,
1071.2070,1703.90.00,,,,
1071.2075,2303.20.00,,,,
1071.2080,1701.13.00,,,,
1071.2080,1701.14.00,,,,
1071.2080,2106.90.90,,,,
1072.2010,1701.99.00,,,,
1072.2020,1701.91.00,,,,
1072.2020,1701.99.00,,,,
1072.2020,1702.20.00,,,,
1072.2030,1703.90.00,,,,
1072.2040,1701.99.00,,,,
1081.2010,0901.12.00,,,,
1081.2020,0901.21.00,,,,
1081.2020,0901.22.00,,,,
1081.2040,0901.21.00,,,,
1081.2040,0901.22.00,,,,
1081.2050,0901.21.00,,,,
1081.2050,0901.22.00,,,,
1082.2010,2101.11.10,,,,
1082.2020,2101.11.90,,,,
1082.2020,2101.12.00,,,,
1082.2020,2101.30.00,,,,
1082.2030,0901.21.00,,,,
1082.2030,0901.22.00,,,,
1082.2030,0901.90.00,,,,
1091.2010,1905.90.90,,,,
1091.2022,1905.20.90,,,,
1091.2022,1905.90.10,,,,
1091.2025,1905.90.90,,,,
1091.2035,1905.90.10,,,,
1091.2035,1905.90.90,,,,
1091.2045,1905.90.10,,,,
1091.2045,1905.90.90,,,,
1091.2050,1905.20.10,,,,
1091.2070,1905.10.00,,,,
1091.2070,1905.40.00,,,,
1092.2010,1905.31.00,,,,
1092.2010,1905.32.00,,,,
1092.2010,1905.90.20,,,,
1092.2020,1905.31.00,,,,
1092.2020,1905.32.00,,,,
1092.2020,1905.90.90,,,,
1093.2010,1806.10.00,,,,
1093.2020,1704.90.10,,,,
1093.2020,1704.90.20,,,,
1093.2020,1704.90.90,,,,
1093.2020,2106.90.60,,,,
1093.2030,1806.31.10,,,,
1093.2030,1806.31.20,,,,
1093.2030,1806.32.10,,,,
1093.2030,1806.32.20,,,,
1093.2040,1806.10.00,,,,
1093.2050,1805.00.00,,,,
1093.2060,1806.90.00,,,,
1093.2070,1806.20.00,,,,
1093.2080,1806.31.10,,,,
1093.2080,1806.31.20,,,,
1093.2080,1806.32.10,,,,
1093.2080,1806.32.20,,,,
1093.2080,1806.90.00,,,,
1093.2090,2006.00.00,,,,
1093.2100,1704.10.00,,,,
1093.2100,2106.90.50,,,,
1093.2110,1804.00.00,,,,
1093.2120,1803.10.00,,,,
1093.2120,1803.20.00,,,,
1093.2130,1802.00.00,,,,
1094.2015,1902.20.00,,,,
1094.2015,1902.30.00,,,,
1094.2015,1902.40.00,,,,
1094.2030,1902.11.00,,,,
1094.2030,1902.19.00,,,,
1094.2040,1902.11.00,,,,
1094.2040,1902.19.00,,,,
1095.2010,2103.20.10,,,,
1095.2010,2103.20.90,,,,
1095.2020,2103.90.21,,,,
1095.2020,2103.90.29,,,,
1095.2030,0904.12.00,,,,
1095.2030,0904.22.00,,,,
1095.2030,0905.20.00,,,,
1095.2030,0906.20.00,,,,
1095.2030,0907.20.00,,,,
1095.2030,0908.12.00,,,,
1095.2030,0908.22.00,,,,
1095.2030,0908.32.00,,,,
1095.2030,0909.22.00,,,,
1095.2030,0909.32.00,,,,
1095.2030,0909.62.10,,,,
1095.2030,0909.62.20,,,,
1095.2030,0909.62.90,,,,
1095.2030,0910.12.00,,,,
1095.2040,2103.90.11,,,,
1095.2040,2103.90.19,,,,
1095.2050,2103.90.91,,,,
1095.2050,2103.90.99,,,,
1095.2060,2103.10.10,,,,
1095.2060,2103.10.90,,,,
1095.2070,2103.20.10,,,,
1095.2070,2103.20.90,,,,
1095.2080,2103.90.91,,,,
1095.2080,2103.90.99,,,,
1095.2090,2103.90.91,,,,
1095.2090,2103.90.99,,,,
1095.2100,2103.30.10,,,,
1095.2100,2103.30.21,,,,
1095.2100,2103.30.29,,,,
1096.2010,1601.00.00,,,,
1096.2010,1602.31.00,,,,
1096.2010,1602.32.10,,,,
1096.2010,1602.32.20,,,,
1096.2010,1602.32.30,,,,
1096.2010,1602.32.90,,,,
1096.2010,1602.39.00,,,,
1096.2010,1602.49.00,,,,
1096.2010,1602.50.00,,,,
1096.2010,1602.90.00,,,,
1096.2020,1604.20.10,,,,
1096.2020,1604.20.20,,,,
1096.2020,1604.20.30,,,,
1096.2020,1604.20.90,,,,
1096.2020,1605.10.00,,,,
1096.2020,1605.21.00,,,,
1096.2020,1605.29.00,,,,
1096.2020,1605.30.00,,,,
1096.2020,1605.40.00,,,,
1096.2020,1605.51.00,,,,
1096.2020,1605.52.00,,,,
1096.2020,1605.53.00,,,,
1096.2020,1605.54.00,,,,
1096.2020,1605.55.00,,,,
1096.2020,1605.56.00,,,,
1096.2020,1605.57.00,,,,
1096.2020,1605.58.00,,,,
1096.2020,1605.59.00,,,,
1096.2020,1605.61.00,,,,
1096.2020,1605.62.00,,,,
1096.2020,1605.63.00,,,,
1096.2020,1605.69.00,,,,
1096.2030,1902.20.00,,,,
1096.2035,2106.90.90,,,,
1096.2040,2004.90.00,,,,
1096.2050,2106.90.90,,,,
1099.2010,2106.90.90,,,,
1099.2010,2938.90.90,,,,
1099.2010,3824.91.00,,,,
1099.2010,3824.99.11,,,,
1099.2010,3824.99.12,,,,
1099.2010,3824.99.13,,,,
1099.2010,3824.99.14,,,,
1099.2010,3824.99.15,,,,
1099.2010,3824.99.19,,,,
1099.2010,3824.99.21,,,,
1099.2010,3824.99.22,,,,
1099.2010,3824.99.23,,,,
1099.2010,3824.99.24,,,,
1099.2010,3824.99.25,,,,
1099.2010,3824.99.29,,,,
1099.2010,3824.99.31,,,,
1099.2010,3824.99.32,,,,
1099.2010,3824.99.33,,,,
1099.2010,3824.99.34,,,,
1099.2010,3824.99.35,,,,
1099.2010,3824.99.36,,,,
1099.2010,3824.99.39,,,,
1099.2010,3824.99.41,,,,
1099.2010,3824.99.42,,,,
1099.2010,3824.99.43,,,,
1099.2010,3824.99.49,,,,
1099.2010,3824.99.51,,,,
1099.2010,3824.99.52,,,,
1099.2010,3824.99.53,,,,
1099.2010,3824.99.54,,,,
1099.2010,3824.99.59,,,,
1099.2010,3824.99.71,,,,
1099.2010,3824.99.72,,,,
1099.2010,3824.99.73,,,,
1099.2010,3824.99.74,,,,
1099.2010,3824.99.75,,,,
1099.2010,3824.99.76,,,,
1099.2010,3824.99.77,,,,
1099.2010,3824.99.78,,,,
1099.2010,3824.99.79,,,,
1099.2010,3824.99.81,,,,
1099.2010,3824.99.82,,,,
1099.2010,3824.99.83,,,,
1099.2010,3824.99.85,,,,
1099.2010,3824.99.86,,,,
1099.2010,3824.99.87,,,,
1099.2010,3824.99.88,,,,
1099.2010,3824.99.89,,,,
1099.2020,2106.90.90,,,,
1099.2020,2938.90.90,,,,
1099.2020,3824.91.00,,,,
1099.2020,3824.99.11,,,,
1099.2020,3824.99.12,,,,
1099.2020,3824.99.13,,,,
1099.2020,3824.99.14,,,,
1099.2020,3824.99.15,,,,
1099.2020,3824.99.19,,,,
1099.2020,3824.99.21,,,,
1099.2020,3824.99.22,,,,
1099.2020,3824.99.23,,,,
1099.2020,3824.99.24,,,,
1099.2020,3824.99.25,,,,
1099.2020,3824.99.29,,,,
1099.2020,3824.99.31,,,,
1099.2020,3824.99.32,,,,
1099.2020,3824.99.33,,,,
1099.2020,3824.99.34,,,,
1099.2020,3824.99.35,,,,
1099.2020,3824.99.36,,,,
1099.2020,3824.99.39,,,,
1099.2020,3824.99.41,,,,
1099.2020,3824.99.42,,,,
1099.2020,3824.99.43,,,,
1099.2020,3824.99.49,,,,
1099.2020,3824.99.51,,,,
1099.2020,3824.99.52,,,,
1099.2020,3824.99.53,,,,
1099.2020,3824.99.54,,,,
1099.2020,3824.99.59,,,,
1099.2020,3824.99.71,,,,
1099.2020,3824.99.72,,,,
1099.2020,3824.99.73,,,,
1099.2020,3824.99.74,,,,
1099.2020,3824.99.75,,,,
1099.2020,3824.99.76,,,,
1099.2020,3824.99.77,,,,
1099.2020,3824.99.78,,,,
1099.2020,3824.99.79,,,,
1099.2020,3824.99.81,,,,
1099.2020,3824.99.82,,,,
1099.2020,3824.99.83,,,,
1099.2020,3824.99.85,,,,
1099.2020,3824.99.86,,,,
1099.2020,3824.99.87,,,,
1099.2020,3824.99.88,,,,
1099.2020,3824.99.89,,,,
1099.2040,0903.00.90,,,,
1099.2055,0902.10.00,,,,
1099.2055,0902.30.00,,,,
1099.2060,2106.90.30,,,,
1099.2070,2106.10.00,,,,
1099.2080,2106.90.90,,,,
1099.2090,1901.90.10,,,,
1099.2100,2101.20.10,,,,
1099.2100,2101.20.20,,,,
1099.2110,2309.90.20,,,,
1099.2120,2102.30.00,,,,
1099.2130,2106.90.29,,,,
1099.2140,2106.90.90,,,,
1099.2150,2201.90.00,,,,
1099.2160,2102.10.10,,,,
1099.2160,2102.10.90,,,,
1099.2160,2102.20.00,,,,
1099.2170,0408.11.00,,,,
1099.2170,0408.19.00,,,,
1099.2170,0408.91.00,,,,
1099.2170,0408.99.00,,,,
1099.2170,3502.11.00,,,,
1099.2170,3502.19.00,,,,
1099.2190,2106.90.21,,,,
1099.2200,1901.90.90,,,,
1099.2210,1901.10.30,,,,
1099.2210,1901.10.90,,,,
1099.2220,2106.90.90,,,,
1099.2230,2104.20.00,,,,
1099.2230,2106.90.90,,,,
1099.2245,1905.90.90,,,,
1099.2245,2005.99.00,,,,
1099.2245,2008.19.00,,,,
1099.2245,2106.90.40,,,,
1099.2245,2106.90.90,,,,
1099.2250,1602.10.00,,,,
1099.2260,2005.10.00,,,,
1099.2260,2007.10.00,,,,
1099.2265,2501.00.20,,,,
1099.2275,2104.10.11,,,,
1099.2275,2104.10.19,,,,
1099.2275,2104.10.21,,,,
1099.2275,2104.10.29,,,,
1099.2290,1302.11.10,,,,
1099.2290,1302.11.90,,,,
1099.2290,1302.12.00,,,,
1099.2290,1302.13.00,,,,
1099.2290,1302.14.00,,,,
1099.2290,1302.19.10,,,,
1099.2290,1302.19.20,,,,
1099.2290,1302.19.30,,,,
1099.2290,1302.19.40,,,,
1099.2290,1302.19.50,,,,
1099.2290,1302.19.60,,,,
1099.2290,1302.19.91,,,,
1099.2290,1302.19.99,,,,
1099.2290,1302.20.10,,,,
1099.2290,1302.20.90,,,,
1099.2290,1302.31.00,,,,
1099.2290,1302.32.11,,,,
1099.2290,1302.32.19,,,,
1099.2290,1302.32.20,,,,
1099.2290,1302.39.10,,,,
1099.2290,1302.39.90,,,,
1099.2305,1702.90.00,,,,
1099.2310,1603.00.00,,,,
1099.2320,2209.00.00,,,,
1111.2010,2208.40.00,,,,
1111.2010,2208.90.00,,,,
1111.2020,2208.20.00,,,,
1111.2030,2207.20.20,,,,
1111.2040,2208.50.00,,,,
1111.2040,2208.90.00,,,,
1111.2050,2303.30.00,,,,
1111.2060,2208.70.00,,,,
1111.2070,2208.30.10,,,,
1111.2070,2208.30.20,,,,
1111.2070,2208.30.90,,,,
1111.2080,2208.60.00,,,,
1112.2010,2307.00.00,,,,
1112.2020,2206.00.90,,,,
1112.2030,2204.30.00,,,,
1112.2040,2206.00.10,,,,
1112.2050,2205.10.00,,,,
1112.2050,2205.90.00,,,,
1112.2060,2206.00.90,,,,
1112.2070,2204.10.90,,,,
1112.2070,2204.21.00,,,,
1112.2070,2204.22.11,,,,
1112.2070,2204.22.19,,,,
1112.2070,2204.22.20,,,,
1112.2070,2204.29.10,,,,
1112.2070,2204.29.20,,,,
1112.2080,2204.10.10,,,,
1113.2010,2303.30.00,,,,
1113.2020,2202.91.00,,,,
1113.2020,2203.00.00,,,,
1113.2030,1107.10.10,,,,
1113.2030,1107.10.20,,,,
1113.2030,1107.20.10,,,,
1113.2030,1107.20.20,,,,
1121.2010,2201.10.00,,,,
1121.2020,2201.10.00,,,,
1122.2010,2202.10.00,,,,
1122.2015,2202.99.00,,,,
1122.2020,2202.99.00,,,,
1122.2035,2202.99.00,,,,
1122.2040,2202.99.00,,,,
1122.2050,2106.90.10,,,,
1122.2060,2106.90.10,,,,
1122.2070,2106.90.10,,,,
1122.2080,2106.90.10,,,,
1122.2090,2201.10.00,,,,
1210.2010,2401.20.10,,,,
1210.2010,2401.20.20,,,,
1210.2010,2401.20.30,,,,
1210.2010,2401.20.40,,,,
1210.2010,2401.20.90,,,,
1210.2020,2401.30.00,,,,
1220.2010,2402.10.00,,,,
1220.2010,2402.90.00,,,,
1220.2020,2402.20.00,,,,
1220.2030,5601.22.91,,,,
1220.2040,2403.11.00,,,,
1220.2040,2403.19.00,,,,
1220.2040,2403.91.00,,,,
1220.2040,2403.99.10,,,,
1220.2040,2403.99.90,,,,
1220.2050,2401.30.00,,,,
1311.2010,5203.00.00,,,,
1311.2025,5202.10.00,,,,
1311.2025,5202.91.00,,,,
1311.2025,5202.99.00,,,,
1311.2040,5201.00.20,,,,
1311.2050,5207.10.00,,,,
1311.2050,5207.90.00,,,,
1311.2060,5205.31.00,,,,
1311.2060,5205.32.00,,,,
1311.2060,5205.33.00,,,,
1311.2060,5205.34.00,,,,
1311.2060,5205.35.00,,,,
1311.2060,5205.41.00,,,,
1311.2060,5205.42.00,,,,
1311.2060,5205.43.00,,,,
1311.2060,5205.44.00,,,,
1311.2060,5205.46.00,,,,
1311.2060,5205.47.00,,,,
1311.2060,5205.48.00,,,,
1311.2060,5206.31.00,,,,
1311.2060,5206.32.00,,,,
1311.2060,5206.33.00,,,,
1311.2060,5206.34.00,,,,
1311.2060,5206.35.00,,,,
1311.2060,5206.41.00,,,,
1311.2060,5206.42.00,,,,
1311.2060,5206.43.00,,,,
1311.2060,5206.44.00,,,,
1311.2060,5206.45.00,,,,
1311.2070,5205.11.00,,,,
1311.2070,5205.12.00,,,,
1311.2070,5205.13.10,,,,
1311.2070,5205.13.90,,,,
1311.2070,5205.14.00,,,,
1311.2070,5205.15.00,,,,
1311.2070,5205.21.00,,,,
1311.2070,5205.22.00,,,,
1311.2070,5205.23.10,,,,
1311.2070,5205.23.90,,,,
1311.2070,5205.24.00,,,,
1311.2070,5205.26.00,,,,
1311.2070,5205.27.00,,,,
1311.2070,5205.28.00,,,,
1311.2070,5206.11.00,,,,
1311.2070,5206.12.00,,,,
1311.2070,5206.13.00,,,,
1311.2070,5206.14.00,,,,
1311.2070,5206.15.00,,,,
1311.2070,5206.21.00,,,,
1311.2070,5206.22.00,,,,
1311.2070,5206.23.00,,,,
1311.2070,5206.24.00,,,,
1311.2070,5206.25.00,,,,
1312.2010,5003.00.10,,,,
1312.2010,5003.00.90,,,,
1312.2010,5301.30.00,,,,
1312.2010,5302.90.00,,,,
1312.2010,5305.00.90,,,,
1312.2015,5103.10.00,,,,
1312.2015,5103.20.00,,,,
1312.2015,5103.30.00,,,,
1312.2015,5104.00.00,,,,
1312.2030,5303.90.10,,,,
1312.2030,5303.90.90,,,,
1312.2040,5105.10.00,,,,
1312.2040,5105.21.00,,,,
1312.2040,5105.29.10,,,,
1312.2040,5105.29.91,,,,
1312.2040,5105.29.99,,,,
1312.2040,5105.31.00,,,,
1312.2040,5105.39.00,,,,
1312.2040,5105.40.00,,,,
1312.2050,5101.21.00,,,,
1312.2050,5101.29.00,,,,
1312.2050,5101.30.00,,,,
1312.2060,5301.21.10,,,,
1312.2060,5301.21.20,,,,
1312.2060,5301.29.10,,,,
1312.2060,5301.29.90,,,,
1312.2060,5301.30.00,,,,
1312.2070,5305.00.90,,,,
1312.2080,5302.90.00,,,,
1312.2080,5305.00.90,,,,
1312.2090,5108.10.00,,,,
1312.2090,5108.20.00,,,,
1312.2090,5109.10.00,,,,
1312.2090,5109.90.00,,,,
1312.2090,5110.00.00,,,,
1312.2090,5308.10.00,,,,
1312.2090,5308.20.00,,,,
1312.2090,5308.90.00,,,,
1312.2100,5307.10.10,,,,
1312.2100,5307.10.90,,,,
1312.2100,5307.20.10,,,,
1312.2100,5307.20.90,,,,
1312.2110,5106.10.00,,,,
1312.2110,5106.20.00,,,,
1312.2110,5107.10.11,,,,
1312.2110,5107.10.19,,,,
1312.2110,5107.10.90,,,,
1312.2110,5107.20.00,,,,
1312.2120,5306.10.00,,,,
1312.2120,5306.20.00,,,,
1312.2130,5004.00.00,,,,
1312.2130,5005.00.00,,,,
1312.2130,5006.00.00,,,,
1312.2135,5002.00.00,,,,
1312.2150,1505.00.10,,,,
1312.2150,1505.00.90,,,,
1313.2010,5505.10.00,,,,
1313.2010,5505.20.00,,,,
1313.2020,5507.00.00,,,,
1313.2030,5506.10.00,,,,
1313.2030,5506.20.00,,,,
1313.2030,5506.30.00,,,,
1313.2030,5506.40.00,,,,
1313.2030,5506.90.00,,,,
1313.2040,5510.11.11,,,,
1313.2040,5510.11.12,,,,
1313.2040,5510.11.13,,,,
1313.2040,5510.11.19,,,,
1313.2040,5510.11.90,,,,
1313.2040,5510.12.11,,,,
1313.2040,5510.12.12,,,,
1313.2040,5510.12.13,,,,
1313.2040,5510.12.19,,,,
1313.2040,5510.12.90,,,,
1313.2040,5510.20.11,,,,
1313.2040,5510.20.12,,,,
1313.2040,5510.20.13,,,,
1313.2040,5510.20.19,,,,
1313.2040,5510.20.90,,,,
1313.2040,5510.30.11,,,,
1313.2040,5510.30.12,,,,
1313.2040,5510.30.13,,,,
1313.2040,5510.30.19,,,,
1313.2040,5510.30.90,,,,
1313.2040,5510.90.11,,,,
1313.2040,5510.90.12,,,,
1313.2040,5510.90.13,,,,
1313.2040,5510.90.19,,,,
1313.2040,5510.90.90,,,,
1313.2050,5509.11.00,,,,
1313.2050,5509.12.10,,,,
1313.2050,5509.12.90,,,,
1313.2050,5509.21.00,,,,
1313.2050,5509.22.00,,,,
1313.2050,5509.31.00,,,,
1313.2050,5509.32.00,,,,
1313.2050,5509.41.00,,,,
1313.2050,5509.42.00,,,,
1313.2050,5509.51.00,,,,
1313.2050,5509.52.00,,,,
1313.2050,5509.53.00,,,,
1313.2050,5509.59.00,,,,
1313.2050,5509.61.00,,,,
1313.2050,5509.62.00,,,,
1313.2050,5509.69.00,,,,
1313.2050,5509.91.00,,,,
1313.2050,5509.92.00,,,,
1313.2050,5509.99.00,,,,
1313.2060,5511.10.00,,,,
1313.2060,5511.20.00,,,,
1313.2060,5511.30.00,,,,
1313.2070,5406.00.10,,,,
1313.2070,5406.00.20,,,,
1313.2080,5403.41.00,,,,
1313.2080,5403.42.00,,,,
1313.2080,5403.49.00,,,,
1313.2090,5402.61.10,,,,
1313.2090,5402.61.90,,,,
1313.2090,5402.62.00,,,,
1313.2090,5402.63.00,,,,
1313.2090,5402.69.00,,,,
1314.2010,5204.11.11,,,,
1314.2010,5204.11.12,,,,
1314.2010,5204.11.20,,,,
1314.2010,5204.11.31,,,,
1314.2010,5204.11.32,,,,
1314.2010,5204.11.40,,,,
1314.2010,5204.19.11,,,,
1314.2010,5204.19.12,,,,
1314.2010,5204.19.20,,,,
1314.2010,5204.19.31,,,,
1314.2010,5204.19.32,,,,
1314.2010,5204.19.40,,,,
1314.2010,5204.20.00,,,,
1314.2020,5401.20.11,,,,
1314.2020,5401.20.12,,,,
1314.2020,5401.20.90,,,,
1314.2020,5508.20.00,,,,
1314.2030,5401.10.11,,,,
1314.2030,5401.10.12,,,,
1314.2030,5401.10.90,,,,
1314.2030,5508.10.00,,,,
1314.2040,5001.00.00,,,,
1314.2040,5002.00.00,,,,
1314.2040,5003.00.10,,,,
1314.2040,5003.00.90,,,,
1314.2040,5004.00.00,,,,
1314.2040,5005.00.00,,,,
1314.2040,5006.00.00,,,,
1314.2040,5007.10.10,,,,
1314.2040,5007.10.90,,,,
1314.2040,5007.20.10,,,,
1314.2040,5007.20.90,,,,
1314.2040,5007.90.00,,,,
1314.2040,5101.11.10,,,,
1314.2040,5101.11.90,,,,
1314.2040,5101.19.00,,,,
1314.2040,5101.21.00,,,,
1314.2040,5101.29.00,,,,
1314.2040,5101.30.00,,,,
1314.2040,5102.11.00,,,,
1314.2040,5102.19.00,,,,
1314.2040,5102.20.00,,,,
1314.2040,5103.10.00,,,,
1314.2040,5103.20.00,,,,
1314.2040,5103.30.00,,,,
1314.2040,5104.00.00,,,,
1314.2040,5105.10.00,,,,
1314.2040,5105.21.00,,,,
1314.2040,5105.29.10,,,,
1314.2040,5105.29.91,,,,
1314.2040,5105.29.99,,,,
1314.2040,5105.31.00,,,,
1314.2040,5105.39.00,,,,
1314.2040,5105.40.00,,,,
1314.2040,5106.10.00,,,,
1314.2040,5106.20.00,,,,
1314.2040,5107.10.11,,,,
1314.2040,5107.10.19,,,,
1314.2040,5107.10.90,,,,
1314.2040,5107.20.00,,,,
1314.2040,5108.10.00,,,,
1314.2040,5108.20.00,,,,
1314.2040,5109.10.00,,,,
1314.2040,5109.90.00,,,,
1314.2040,5110.00.00,,,,
1314.2040,5111.11.10,,,,
1314.2040,5111.11.20,,,,
1314.2040,5111.19.00,,,,
1314.2040,5111.20.00,,,,
1314.2040,5111.30.10,,,,
1314.2040,5111.30.90,,,,
1314.2040,5111.90.00,,,,
1314.2040,5112.11.00,,,,
1314.2040,5112.19.10,,,,
1314.2040,5112.19.20,,,,
1314.2040,5112.20.10,,,,
1314.2040,5112.20.20,,,,
1314.2040,5112.30.10,,,,
1314.2040,5112.30.20,,,,
1314.2040,5112.90.00,,,,
1314.2040,5113.00.11,,,,
1314.2040,5113.00.12,,,,
